,MC_frame,rmf_frame_index,Total_Score,CR_rpb2.0,CR_rpb1.0,EV_sum,XLs_sum,XLs_psi_sum,traj,rmf3_file,CR_sum,half,cluster,frame_RMF3
3910,3910.0,3055.0,40.5559200141,0.218978321223,1.42092107704,21.2670172278,17.6490033881,-28.6338110429,run_101,output//rmfs//2.rmf3,1.6398993982630001,A,-1,h1_run_101_3910.rmf3
3920,3920.0,3065.0,41.7276114163,5.14790749144,8.84891572274,8.42249748659,19.3082907155,-28.0275477478,run_101,output//rmfs//2.rmf3,13.996823214179999,A,-1,h1_run_101_3920.rmf3
3930,3930.0,3075.0,31.8802433683,3.75929764977,2.65434193632,15.0474270945,10.419176687699995,-34.0386644271,run_101,output//rmfs//2.rmf3,6.4136395860899995,A,-1,h1_run_101_3930.rmf3
3940,3940.0,3085.0,37.2092271039,1.23680647032,2.88868414381,21.8301027839,11.2536337059,-34.3827480073,run_101,output//rmfs//2.rmf3,4.125490614129999,A,-1,h1_run_101_3940.rmf3
3950,3950.0,3095.0,41.2012204189,0.622792886106,8.41976013418,16.4050876775,15.753579721100003,-27.9468305766,run_101,output//rmfs//2.rmf3,9.042553020286,A,-1,h1_run_101_3950.rmf3
3960,3960.0,3105.0,33.5369128555,3.62109908813,2.95618470511,13.9149300523,13.044699010000002,-32.1605144969,run_101,output//rmfs//2.rmf3,6.5772837932399995,A,-1,h1_run_101_3960.rmf3
3970,3970.0,3115.0,38.2952915052,3.12342248919,5.15548316277,19.3383074497,10.678078403599997,-36.0563290853,run_101,output//rmfs//2.rmf3,8.27890565196,A,-1,h1_run_101_3970.rmf3
3980,3980.0,3125.0,50.5968629231,3.37262498627,4.7361675616,24.1398308621,18.3482395132,-30.3885954801,run_101,output//rmfs//2.rmf3,8.10879254787,A,-1,h1_run_101_3980.rmf3
3990,3990.0,3135.0,43.7613882423,7.15504146826,1.60634223656,19.1075862699,15.892418267700002,-33.911854539,run_101,output//rmfs//2.rmf3,8.76138370482,A,-1,h1_run_101_3990.rmf3
4000,4000.0,3145.0,37.6576278708,4.88839289393,5.24614445232,15.4220948981,12.100995626499998,-31.445957654,run_101,output//rmfs//2.rmf3,10.13453734625,A,-1,h1_run_101_4000.rmf3
4010,4010.0,3155.0,35.863935687,2.72419751276,4.45938733697,13.9114950989,14.768855738300001,-27.4999413474,run_101,output//rmfs//2.rmf3,7.18358484973,A,-1,h1_run_101_4010.rmf3
4020,4020.0,3165.0,43.5958507845,4.83904775111,3.21908991865,19.0651537193,16.472559395500003,-28.2928751525,run_101,output//rmfs//2.rmf3,8.05813766976,A,-1,h1_run_101_4020.rmf3
4030,4030.0,3175.0,45.5328020335,5.48149162288,7.35552249002,20.7541182946,11.941669626000003,-31.0654934224,run_101,output//rmfs//2.rmf3,12.8370141129,A,-1,h1_run_101_4030.rmf3
4040,4040.0,3185.0,39.7407391753,1.06892179627,1.36986393861,23.680321245,13.621632195499998,-25.418761771,run_101,output//rmfs//2.rmf3,2.4387857348799997,A,-1,h1_run_101_4040.rmf3
4050,4050.0,3195.0,36.5799709913,0.0,3.14274727157,14.9342081993,18.503015520300004,-24.3539240693,run_101,output//rmfs//2.rmf3,3.14274727157,A,-1,h1_run_101_4050.rmf3
4060,4060.0,3205.0,47.1664843218,1.21656351016,10.2270029527,20.1749341132,15.547983745699998,-25.9108270947,run_101,output//rmfs//2.rmf3,11.44356646286,A,-1,h1_run_101_4060.rmf3
4070,4070.0,3215.0,40.5613128248,3.659314959,2.88931777469,13.8676951505,20.1449849407,-33.7269546108,run_101,output//rmfs//2.rmf3,6.54863273369,A,-1,h1_run_101_4070.rmf3
4080,4080.0,3225.0,39.6678372387,1.31554100893,4.20360414767,20.2576876742,13.891004407899999,-29.868527395,run_101,output//rmfs//2.rmf3,5.5191451566000005,A,-1,h1_run_101_4080.rmf3
4090,4090.0,3235.0,45.2292017758,6.34425891577,6.6141290375,16.7075690915,15.563244730999998,-32.8144181337,run_101,output//rmfs//2.rmf3,12.95838795327,A,-1,h1_run_101_4090.rmf3
4100,4100.0,3245.0,34.0757805611,0.00194178813542,2.06557668416,21.7334545516,10.2748075373,-28.8965340835,run_101,output//rmfs//2.rmf3,2.06751847229542,A,-1,h1_run_101_4100.rmf3
4110,4110.0,3255.0,31.59025991,1.14684980118,1.43642351982,16.990656255,12.016330333999996,-27.0223550484,run_101,output//rmfs//2.rmf3,2.583273321,A,-1,h1_run_101_4110.rmf3
4120,4120.0,3261.0,53.8409486947,8.06274837048,7.53855257361,20.5737701942,17.665877556399998,-32.2839876441,run_101,output//rmfs//2.rmf3,15.60130094409,A,-1,h1_run_101_4120.rmf3
4130,4130.0,3267.0,48.9111115935,0.573892593567,0.941714448216,31.1404179612,16.255086590399998,-33.8942606209,run_101,output//rmfs//2.rmf3,1.5156070417829999,A,-1,h1_run_101_4130.rmf3
4140,4140.0,3277.0,44.4339719112,5.55363283797,3.43939702946,16.4620445736,18.9788974701,-34.9085448014,run_101,output//rmfs//2.rmf3,8.99302986743,A,-1,h1_run_101_4140.rmf3
4150,4150.0,3287.0,42.717045363,1.53154201869,0.68335267538,23.0130513429,17.4890993261,-24.8329682797,run_101,output//rmfs//2.rmf3,2.21489469407,A,-1,h1_run_101_4150.rmf3
4160,4160.0,862.0,39.8884997602,1.62132106763,0.0747236453187,22.0080432303,16.184411816999997,-32.6536065502,run_101,output//rmfs//3.rmf3,1.6960447129487,A,-1,h1_run_101_4160.rmf3
4170,4170.0,3301.0,43.513779584,4.03090397228,2.67555386886,25.1536473604,11.653674382499997,-28.8898941321,run_101,output//rmfs//2.rmf3,6.70645784114,A,-1,h1_run_101_4170.rmf3
4180,4180.0,3311.0,39.3266855464,3.8473212123,0.766015808443,17.6543027048,17.0590458208,-26.8667860781,run_101,output//rmfs//2.rmf3,4.613337020743,A,-1,h1_run_101_4180.rmf3
4190,4190.0,874.0,41.3626361647,1.56247213312,8.03488998507,15.6201268736,16.145147172900003,-27.5452578448,run_101,output//rmfs//3.rmf3,9.59736211819,A,-1,h1_run_101_4190.rmf3
4200,4200.0,884.0,36.5132428252,1.98795055925,0.239948102448,18.2356839263,16.0496602372,-27.2557103894,run_101,output//rmfs//3.rmf3,2.227898661698,A,-1,h1_run_101_4200.rmf3
4210,4210.0,894.0,52.2938527983,5.44429074717,5.76836895612,28.2606064375,12.820586657500002,-31.6640973417,run_101,output//rmfs//3.rmf3,11.21265970329,A,-1,h1_run_101_4210.rmf3
4220,4220.0,904.0,40.7760048535,5.33131008285,2.64840106251,18.8840043981,13.912289309999998,-32.5139217905,run_101,output//rmfs//3.rmf3,7.97971114536,A,-1,h1_run_101_4220.rmf3
4230,4230.0,3321.0,30.1925557314,0.0533919774338,2.54522051104,14.8263566986,12.767586544400004,-33.2387950064,run_101,output//rmfs//2.rmf3,2.5986124884738,A,-1,h1_run_101_4230.rmf3
4240,4240.0,3331.0,37.8170072528,4.71764064286,6.79541935712,13.1508931288,13.153054124,-28.7431013358,run_101,output//rmfs//2.rmf3,11.513059999980001,A,-1,h1_run_101_4240.rmf3
4250,4250.0,912.0,36.2884702016,1.6581147081,2.62505100564,18.5659535539,13.439350934000004,-31.9131403233,run_101,output//rmfs//3.rmf3,4.28316571374,A,-1,h1_run_101_4250.rmf3
4260,4260.0,922.0,45.2321379907,2.67350948074,3.01370759712,26.2862502259,13.2586706869,-29.3510458749,run_101,output//rmfs//3.rmf3,5.68721707786,A,-1,h1_run_101_4260.rmf3
4270,4270.0,932.0,32.5881615956,2.26558521518,1.35942054638,13.4429451177,15.520210716299996,-26.6476172222,run_101,output//rmfs//3.rmf3,3.6250057615599998,A,-1,h1_run_101_4270.rmf3
4280,4280.0,942.0,41.1182533097,0.988236963871,5.26411587219,15.9803157797,18.885584693999995,-33.7621015029,run_101,output//rmfs//3.rmf3,6.252352836061,A,-1,h1_run_101_4280.rmf3
4290,4290.0,952.0,49.0601901744,3.58330468081,2.64087833506,27.6533064247,15.1827007338,-26.9337769592,run_101,output//rmfs//3.rmf3,6.2241830158700004,A,-1,h1_run_101_4290.rmf3
4300,4300.0,962.0,48.3181850403,2.90694138675,6.81090529716,21.5126443608,17.087693995499997,-33.1618944434,run_101,output//rmfs//3.rmf3,9.71784668391,A,-1,h1_run_101_4300.rmf3
4310,4310.0,972.0,38.8461635659,1.20766181388,3.38725233753,18.8332438793,15.418005535199999,-26.1352866192,run_101,output//rmfs//3.rmf3,4.59491415141,A,-1,h1_run_101_4310.rmf3
4320,4320.0,982.0,38.4162531189,0.10758570256,2.30774657485,16.7585729898,19.242347851700004,-25.4626981654,run_101,output//rmfs//3.rmf3,2.41533227741,A,-1,h1_run_101_4320.rmf3
4330,4330.0,992.0,41.5688429335,0.531250216297,1.51585295519,25.218936825,14.302802937100004,-33.2379774218,run_101,output//rmfs//3.rmf3,2.047103171487,A,-1,h1_run_101_4330.rmf3
4340,4340.0,1002.0,45.4569686194,2.94436861163,1.34112866618,19.8493261401,21.3221452016,-27.2465478536,run_101,output//rmfs//3.rmf3,4.28549727781,A,-1,h1_run_101_4340.rmf3
4350,4350.0,1012.0,32.5526086277,1.02036931358,2.50588136607,12.8148549983,16.2115029498,-32.29856196,run_101,output//rmfs//3.rmf3,3.5262506796500004,A,-1,h1_run_101_4350.rmf3
4360,4360.0,1022.0,45.8442003888,0.0128176544902,5.94981134779,24.7574997769,15.124071609599994,-32.4568037279,run_101,output//rmfs//3.rmf3,5.9626290022802,A,-1,h1_run_101_4360.rmf3
4370,4370.0,1032.0,36.7045976857,1.92897016789,5.2373173438,15.9700960751,13.568214099000002,-30.068217984,run_101,output//rmfs//3.rmf3,7.16628751169,A,-1,h1_run_101_4370.rmf3
4380,4380.0,1042.0,46.535577487,0.028400440712,5.51137722708,21.2931999211,19.702599898000003,-30.5716620719,run_101,output//rmfs//3.rmf3,5.539777667791999,A,-1,h1_run_101_4380.rmf3
4390,4390.0,1052.0,53.1455532535,4.32595981647,6.71667897936,24.6900677825,17.4128466752,-33.6307462392,run_101,output//rmfs//3.rmf3,11.042638795830001,A,-1,h1_run_101_4390.rmf3
4400,4400.0,1062.0,38.3283215215,1.99657217967,3.94843926812,13.4386524986,18.944657575100003,-32.6310068561,run_101,output//rmfs//3.rmf3,5.94501144779,A,-1,h1_run_101_4400.rmf3
4410,4410.0,4.0,37.5748849726,0.0611721673462,4.29395212024,17.4595914886,15.760169196300001,-28.5582436104,run_101,output//rmfs//0.rmf3,4.3551242875862,A,-1,h1_run_101_4410.rmf3
4420,4420.0,14.0,36.0873289127,1.97995753582,1.73652692493,19.1228722634,13.2479721885,-32.8222498912,run_101,output//rmfs//0.rmf3,3.71648446075,A,-1,h1_run_101_4420.rmf3
4430,4430.0,24.0,40.8410592288,2.19269268857,1.71541227346,25.1545131569,11.778441109800003,-29.3717665281,run_101,output//rmfs//0.rmf3,3.9081049620300004,A,-1,h1_run_101_4430.rmf3
4440,4440.0,34.0,32.7742499361,1.16688165102,2.78545468659,15.0359262298,13.785987368699999,-25.2319304921,run_101,output//rmfs//0.rmf3,3.9523363376100002,A,-1,h1_run_101_4440.rmf3
4450,4450.0,3337.0,37.0709043242,3.07037691801,0.690957375247,18.6387238416,14.670846189399999,-28.0535804691,run_101,output//rmfs//2.rmf3,3.7613342932569998,A,-1,h1_run_101_4450.rmf3
4460,4460.0,3347.0,29.4713599695,0.17791364506,1.85519744562,13.7439119557,13.694336923199998,-30.4460581238,run_101,output//rmfs//2.rmf3,2.03311109068,A,-1,h1_run_101_4460.rmf3
4470,4470.0,3357.0,50.4491681068,0.304329364864,6.45760090102,30.032137056,13.6551007849,-29.8094736556,run_101,output//rmfs//2.rmf3,6.761930265884001,A,-1,h1_run_101_4470.rmf3
4480,4480.0,52.0,39.1261156495,0.506144225823,8.14242805847,16.4127122819,14.0648310833,-27.1496103338,run_101,output//rmfs//0.rmf3,8.648572284293,A,-1,h1_run_101_4480.rmf3
4490,4490.0,62.0,41.6358026892,5.20733337409,0.240197281187,24.882888644,11.305383390000003,-35.0436165152,run_101,output//rmfs//0.rmf3,5.447530655277,A,-1,h1_run_101_4490.rmf3
4500,4500.0,72.0,37.4052001316,1.03896256455,3.41702771205,17.4525485631,15.496661291999999,-28.3655894001,run_101,output//rmfs//0.rmf3,4.4559902766,A,-1,h1_run_101_4500.rmf3
4510,4510.0,82.0,40.4344897977,1.78621042005,3.12355361158,20.6301938838,14.894531882299997,-27.2564006034,run_101,output//rmfs//0.rmf3,4.90976403163,A,-1,h1_run_101_4510.rmf3
4520,4520.0,92.0,43.5588599285,2.35828496114,2.0680517841,26.7937622048,12.338760978500002,-29.4267501448,run_101,output//rmfs//0.rmf3,4.42633674524,A,-1,h1_run_101_4520.rmf3
4530,4530.0,102.0,48.6679770182,2.21492331963,9.1775091697,18.221327928,19.0542166008,-24.8900313518,run_101,output//rmfs//0.rmf3,11.39243248933,A,-1,h1_run_101_4530.rmf3
4540,4540.0,112.0,45.8156033198,2.71542767833,5.73431011043,24.109292162,13.2565733691,-28.7021128952,run_101,output//rmfs//0.rmf3,8.44973778876,A,-1,h1_run_101_4540.rmf3
4550,4550.0,122.0,36.6468256973,6.00261907892,6.32174204764,12.783144329,11.539320241699997,-36.3331447273,run_101,output//rmfs//0.rmf3,12.32436112656,A,-1,h1_run_101_4550.rmf3
4560,4560.0,132.0,33.6601363031,0.75149314966,4.75925482167,17.5696618785,10.579726453300001,-28.0661279115,run_101,output//rmfs//0.rmf3,5.51074797133,A,-1,h1_run_101_4560.rmf3
